date,source,code,name,rank,heat
2026-03-19,pywencai_kaipanla,000617,中油资本,1,685399.0
2026-03-19,pywencai_kaipanla,600726,华电能源,2,672355.0
2026-03-19,pywencai_kaipanla,000815,美利云,3,583715.0
2026-03-19,pywencai_kaipanla,600396,华电辽能,4,559718.0
2026-03-19,pywencai_kaipanla,600759,洲际油气,5,519095.0
2026-03-19,pywencai_kaipanla,600821,金开新能,6,495561.0
2026-03-19,pywencai_kaipanla,002310,东方新能,7,446059.0
2026-03-19,pywencai_kaipanla,600666,奥瑞德,8,403484.0
2026-03-19,pywencai_kaipanla,002432,九安医疗,9,385481.5
2026-03-19,pywencai_kaipanla,601899,紫金矿业,10,339612.5
2026-03-19,pywencai_kaipanla,000601,韶能股份,11,326667.0
2026-03-19,pywencai_kaipanla,600186,莲花控股,12,315863.0
2026-03-19,pywencai_kaipanla,002202,金风科技,13,314994.5
2026-03-19,pywencai_kaipanla,001896,豫能控股,14,308374.5
2026-03-19,pywencai_kaipanla,601016,节能风电,15,304760.0
2026-03-19,pywencai_kaipanla,601868,中国能建,16,302598.0
2026-03-19,pywencai_kaipanla,002565,顺灏股份,17,299151.5
2026-03-19,pywencai_kaipanla,601218,吉鑫科技,18,296202.0
2026-03-19,pywencai_kaipanla,000539,粤电力A,19,295901.0
2026-03-19,pywencai_kaipanla,000533,顺钠股份,20,294060.5
2026-03-19,pywencai_kaipanla,600722,金牛化工,21,288295.0
2026-03-19,pywencai_kaipanla,300332,天壕能源,22,282681.0
2026-03-19,pywencai_kaipanla,601015,陕西黑猫,23,268808.5
2026-03-19,pywencai_kaipanla,002506,协鑫集成,24,253605.5
2026-03-19,pywencai_kaipanla,601857,中国石油,25,237430.5
2026-03-19,pywencai_kaipanla,000988,华工科技,26,231066.0
2026-03-19,pywencai_kaipanla,002015,协鑫能科,27,228046.5
2026-03-19,pywencai_kaipanla,603629,利通电子,28,225108.5
2026-03-19,pywencai_kaipanla,600370,三房巷,29,223428.0
2026-03-19,pywencai_kaipanla,000890,法尔胜,30,220313.0
2026-03-19,pywencai_kaipanla,603366,日出东方,31,220166.5
2026-03-19,pywencai_kaipanla,300895,铜牛信息,32,211604.0
2026-03-19,pywencai_kaipanla,300164,通源石油,33,210253.5
2026-03-19,pywencai_kaipanla,300418,昆仑万维,34,205993.0
2026-03-19,pywencai_kaipanla,600979,广安爱众,35,204178.0
2026-03-19,pywencai_kaipanla,300059,东方财富,36,201898.5
2026-03-19,pywencai_kaipanla,002470,金正大,37,198014.5
2026-03-19,pywencai_kaipanla,600227,赤天化,38,193178.5
2026-03-19,pywencai_kaipanla,001258,立新能源,39,192093.5
2026-03-19,pywencai_kaipanla,600617,国新能源,40,189308.0
2026-03-19,pywencai_kaipanla,300483,首华燃气,41,189269.5
2026-03-19,pywencai_kaipanla,600410,华胜天成,42,188808.5
2026-03-19,pywencai_kaipanla,000547,航天发展,43,179425.5
2026-03-19,pywencai_kaipanla,603778,国晟科技,44,179066.5
2026-03-19,pywencai_kaipanla,603993,洛阳钼业,45,178449.5
2026-03-19,pywencai_kaipanla,603803,瑞斯康达,46,174962.0
2026-03-19,pywencai_kaipanla,000968,蓝焰控股,47,174880.5
2026-03-19,pywencai_kaipanla,000020,深华发A,48,174019.5
2026-03-19,pywencai_kaipanla,002261,拓维信息,49,173585.5
2026-03-19,pywencai_kaipanla,300317,珈伟新能,50,172959.0
2026-03-19,pywencai_kaipanla,002323,雅博股份,51,171348.5
2026-03-19,pywencai_kaipanla,002445,中南文化,52,168725.5
2026-03-19,pywencai_kaipanla,603881,数据港,53,165891.0
2026-03-19,pywencai_kaipanla,603687,大胜达,54,164854.0
2026-03-19,pywencai_kaipanla,002490,山东墨龙,55,159376.5
2026-03-19,pywencai_kaipanla,002109,兴化股份,56,150662.5
2026-03-19,pywencai_kaipanla,600996,贵广网络,57,149770.5
2026-03-19,pywencai_kaipanla,002594,比亚迪,58,149678.5
2026-03-19,pywencai_kaipanla,002902,铭普光磁,59,148881.5
2026-03-19,pywencai_kaipanla,600989,宝丰能源,60,147879.0
2026-03-19,pywencai_kaipanla,601179,中国西电,61,143628.0
2026-03-19,pywencai_kaipanla,600307,酒钢宏兴,62,142396.0
2026-03-19,pywencai_kaipanla,688525,佰维存储,63,140910.0
2026-03-19,pywencai_kaipanla,301396,宏景科技,64,139029.5
2026-03-19,pywencai_kaipanla,600930,华电新能,65,138837.0
2026-03-19,pywencai_kaipanla,300502,新易盛,66,136526.0
2026-03-19,pywencai_kaipanla,002498,汉缆股份,67,135943.5
2026-03-19,pywencai_kaipanla,601669,中国电建,68,133800.5
2026-03-19,pywencai_kaipanla,600938,中国海油,69,131415.0
2026-03-19,pywencai_kaipanla,002405,四维图新,70,130073.5
2026-03-19,pywencai_kaipanla,002969,嘉美包装,71,126323.5
2026-03-19,pywencai_kaipanla,002463,沪电股份,72,125506.5
2026-03-19,pywencai_kaipanla,600089,特变电工,73,121692.0
2026-03-19,pywencai_kaipanla,600589,大位科技,74,118649.0
2026-03-19,pywencai_kaipanla,603387,基蛋生物,75,118326.5
2026-03-19,pywencai_kaipanla,000938,紫光股份,76,117251.5
2026-03-19,pywencai_kaipanla,002131,利欧股份,77,116127.0
2026-03-19,pywencai_kaipanla,601398,工商银行,78,115746.0
2026-03-19,pywencai_kaipanla,600256,广汇能源,79,114837.5
2026-03-19,pywencai_kaipanla,601919,中远海控,80,114513.5
2026-03-19,pywencai_kaipanla,300442,润泽科技,81,114362.5
2026-03-19,pywencai_kaipanla,301308,江波龙,82,113828.0
2026-03-19,pywencai_kaipanla,601088,中国神华,83,112229.0
2026-03-19,pywencai_kaipanla,600408,安泰集团,84,112175.5
2026-03-19,pywencai_kaipanla,601330,绿色动力,85,111908.0
2026-03-19,pywencai_kaipanla,600744,华银电力,86,110044.5
2026-03-19,pywencai_kaipanla,601138,工业富联,87,109364.0
2026-03-19,pywencai_kaipanla,603601,再升科技,88,108515.0
2026-03-19,pywencai_kaipanla,000537,绿发电力,89,108351.5
2026-03-19,pywencai_kaipanla,600691,潞化科技,90,107051.0
2026-03-19,pywencai_kaipanla,300166,东方国信,91,106742.5
2026-03-19,pywencai_kaipanla,603693,江苏新能,92,103615.5
2026-03-19,pywencai_kaipanla,601789,宁波建工,93,103396.5
2026-03-19,pywencai_kaipanla,601012,隆基绿能,94,103219.5
2026-03-19,pywencai_kaipanla,002165,红宝丽,95,101905.5
2026-03-19,pywencai_kaipanla,000592,平潭发展,96,101715.5
2026-03-19,pywencai_kaipanla,300505,川金诺,97,101068.5
2026-03-19,pywencai_kaipanla,002716,湖南白银,98,100623.0
2026-03-19,pywencai_kaipanla,001309,德明利,99,100027.5
2026-03-19,pywencai_kaipanla,002384,东山精密,100,97925.0
2026-03-19,adata_ths,600726,华电能源,1,655021.0
2026-03-19,adata_ths,000617,中油资本,2,645823.0
2026-03-19,adata_ths,000815,美利云,3,568848.0
2026-03-19,adata_ths,600396,华电辽能,4,536643.0
2026-03-19,adata_ths,600821,金开新能,5,474280.0
2026-03-19,adata_ths,600759,洲际油气,6,468501.0
2026-03-19,adata_ths,002310,东方新能,7,431342.0
2026-03-19,adata_ths,600666,奥瑞德,8,382645.0
2026-03-19,adata_ths,002432,九安医疗,9,363342.0
2026-03-19,adata_ths,000601,韶能股份,10,319648.0
2026-03-19,adata_ths,601899,紫金矿业,11,306974.0
2026-03-19,adata_ths,002202,金风科技,12,300570.0
2026-03-19,adata_ths,001896,豫能控股,13,296228.0
2026-03-19,adata_ths,601016,节能风电,14,294546.0
2026-03-19,adata_ths,600186,莲花控股,15,293375.0
2026-03-19,adata_ths,601218,吉鑫科技,16,289926.0
2026-03-19,adata_ths,601868,中国能建,17,288308.0
2026-03-19,adata_ths,002565,顺灏股份,18,281646.0
2026-03-19,adata_ths,000539,粤电力A,19,281008.0
2026-03-19,adata_ths,600722,金牛化工,20,280636.0
2026-03-19,adata_ths,000533,顺钠股份,21,277951.0
2026-03-19,adata_ths,300332,天壕能源,22,263220.0
2026-03-19,adata_ths,601015,陕西黑猫,23,258777.0
2026-03-19,adata_ths,002506,协鑫集成,24,237891.0
2026-03-19,adata_ths,000988,华工科技,25,229210.0
2026-03-19,adata_ths,601857,中国石油,26,219053.0
2026-03-19,adata_ths,002015,协鑫能科,27,218694.0
2026-03-19,adata_ths,603629,利通电子,28,217435.0
2026-03-19,adata_ths,000890,法尔胜,29,214734.0
2026-03-19,adata_ths,600370,三房巷,30,211510.0
2026-03-19,adata_ths,603366,日出东方,31,210033.0
2026-03-19,adata_ths,300895,铜牛信息,32,198250.0
2026-03-19,adata_ths,600979,广安爱众,33,194490.0
2026-03-19,adata_ths,300164,通源石油,34,194040.0
2026-03-19,adata_ths,300418,昆仑万维,35,188898.0
2026-03-19,adata_ths,002470,金正大,36,187584.0
2026-03-19,adata_ths,001258,立新能源,37,184904.0
2026-03-19,adata_ths,600227,赤天化,38,183700.0
2026-03-19,adata_ths,300059,东方财富,39,183250.0
2026-03-19,adata_ths,600410,华胜天成,40,179783.0
2026-03-19,adata_ths,600617,国新能源,41,179311.0
2026-03-19,adata_ths,000547,航天发展,42,171328.0
2026-03-19,adata_ths,002261,拓维信息,43,169281.0
2026-03-19,adata_ths,300483,首华燃气,44,169202.0
2026-03-19,adata_ths,603778,国晟科技,45,169140.0
2026-03-19,adata_ths,603803,瑞斯康达,46,168992.0
2026-03-19,adata_ths,000020,深华发A,47,168424.0
2026-03-19,adata_ths,603993,洛阳钼业,48,163542.0
2026-03-19,adata_ths,300317,珈伟新能,49,162621.0
2026-03-19,adata_ths,002323,雅博股份,50,161859.0
2026-03-19,adata_ths,002445,中南文化,51,160722.0
2026-03-19,adata_ths,000968,蓝焰控股,52,160662.0
2026-03-19,adata_ths,603687,大胜达,53,160444.0
2026-03-19,adata_ths,603881,数据港,54,154246.0
2026-03-19,adata_ths,002109,兴化股份,55,150784.0
2026-03-19,adata_ths,002490,山东墨龙,56,150100.0
2026-03-19,adata_ths,002594,比亚迪,57,142814.0
2026-03-19,adata_ths,002902,铭普光磁,58,141638.0
2026-03-19,adata_ths,600996,贵广网络,59,140169.0
2026-03-19,adata_ths,600989,宝丰能源,60,140024.0
2026-03-19,adata_ths,601179,中国西电,61,139126.0
2026-03-19,adata_ths,600307,酒钢宏兴,62,136810.0
2026-03-19,adata_ths,688525,佰维存储,63,133612.0
2026-03-19,adata_ths,600930,华电新能,64,131207.0
2026-03-19,adata_ths,301396,宏景科技,65,131140.0
2026-03-19,adata_ths,002498,汉缆股份,66,130809.0
2026-03-19,adata_ths,300502,新易盛,67,129000.0
2026-03-19,adata_ths,601669,中国电建,68,127514.0
2026-03-19,adata_ths,600938,中国海油,69,123527.0
2026-03-19,adata_ths,002405,四维图新,70,122965.0
2026-03-19,adata_ths,002463,沪电股份,71,121397.0
2026-03-19,adata_ths,002969,嘉美包装,72,119219.0
2026-03-19,adata_ths,600089,特变电工,73,115420.0
2026-03-19,adata_ths,002131,利欧股份,74,111557.0
2026-03-19,adata_ths,603387,基蛋生物,75,111430.0
2026-03-19,adata_ths,600589,大位科技,76,110428.0
2026-03-19,adata_ths,000537,绿发电力,77,109931.0
2026-03-19,adata_ths,601088,中国神华,78,109658.0
2026-03-19,adata_ths,000938,紫光股份,79,108898.0
2026-03-19,adata_ths,600408,安泰集团,80,108380.0
2026-03-19,adata_ths,600256,广汇能源,81,106897.0
2026-03-19,adata_ths,601398,工商银行,82,106580.0
2026-03-19,adata_ths,601330,绿色动力,83,105949.0
2026-03-19,adata_ths,603601,再升科技,84,104806.0
2026-03-19,adata_ths,600744,华银电力,85,104577.0
2026-03-19,adata_ths,300442,润泽科技,86,104272.0
2026-03-19,adata_ths,601138,工业富联,87,104223.0
2026-03-19,adata_ths,600691,潞化科技,88,103232.0
2026-03-19,adata_ths,603693,江苏新能,89,101995.0
2026-03-19,adata_ths,300166,东方国信,90,100809.0
2026-03-19,adata_ths,301308,江波龙,91,99293.0
2026-03-19,adata_ths,002384,东山精密,92,99084.0
2026-03-19,adata_ths,601919,中远海控,93,98786.0
2026-03-19,adata_ths,601789,宁波建工,94,98537.0
2026-03-19,adata_ths,601012,隆基绿能,95,97785.0
2026-03-19,adata_ths,001309,德明利,96,96151.0
2026-03-19,adata_ths,000592,平潭发展,97,96107.0
2026-03-19,adata_ths,002165,红宝丽,98,92772.0
2026-03-19,adata_ths,600468,百利电气,99,90272.0
2026-03-19,adata_ths,002195,岩山科技,100,90036.0
